gimnasios,pokeparadas,mochila,tiempo,distancia_original,distancia_final,cantidad_de_mejoras,iteraciones,gim_sacados
30,72,20,8.89916e+08,9954.98,7730.19,1,30,10
30,72,20,1.15835e+09,9954.98,7756.84,2,30,10
30,72,20,8.45411e+08,9954.98,7756.84,1,30,10
30,72,20,8.10116e+08,9954.98,7530.36,2,30,10
30,72,20,1.02782e+09,9954.98,7530.36,1,30,10
30,72,20,5.6062e+08,9954.98,8280.77,1,30,10
30,72,20,5.74144e+08,9954.98,7749.12,2,30,10
30,72,20,9.83825e+08,9135.27,7665.5,1,30,10
30,72,20,1.11064e+09,9135.27,6974.46,2,30,10
30,72,20,9.34263e+08,9135.27,6974.46,1,30,10
30,72,20,6.79592e+08,9135.27,7524.03,1,30,10
30,72,20,5.02e+08,9135.27,7544.21,1,30,10
30,72,20,6.34778e+08,9135.27,7544.21,1,30,10
30,72,20,8.65797e+08,9135.27,7656.29,1,30,10
30,72,20,8.68995e+08,9135.27,7857.97,2,30,10
30,72,20,8.54136e+08,9135.27,7857.97,1,30,10
30,72,20,1.04211e+09,9135.27,7268.38,2,30,10
40,156,34,5.27088e+09,22144.3,18535.1,3,30,10
40,156,34,6.33009e+09,22144.3,19131.6,2,30,10
40,156,34,5.63504e+09,22144.3,18387,2,30,10
40,156,34,4.68273e+09,22144.3,19624.3,2,30,10
40,156,34,5.26494e+09,22144.3,18828.8,2,30,10
40,156,34,3.6706e+09,22144.3,18199.9,1,30,10
40,156,34,5.21125e+09,22144.3,18465.9,3,30,10
40,156,34,6.23283e+09,22144.3,18064.9,4,30,10
40,156,34,5.64299e+09,22144.3,18731,2,30,10
40,156,34,5.3678e+09,22144.3,18248.2,3,30,10
40,156,34,4.56285e+09,20870.3,18183.5,1,30,10
40,156,34,4.37147e+09,20870.3,18505.3,2,30,10
40,156,34,4.72119e+09,20870.3,18358.6,2,30,10
40,156,34,4.63631e+09,20870.3,17841.2,2,30,10
40,156,34,4.66869e+09,20870.3,17489.6,3,30,10
40,156,34,4.11345e+09,20870.3,18864.9,2,30,10
40,156,34,5.30742e+09,20870.3,17870.7,3,30,10
40,156,34,5.2693e+09,20870.3,18403.7,3,30,10
40,156,34,4.36325e+09,20870.3,18201.6,2,30,10
40,156,34,3.7578e+09,20870.3,18358.6,1,30,10
40,156,34,5.29274e+09,21447.4,17541.1,1,30,10
40,156,34,5.9949e+09,21447.4,17971.7,5,30,10
40,156,34,4.97821e+09,21447.4,18198.3,1,30,10
40,156,34,5.4883e+09,21447.4,17551.2,2,30,10
40,156,34,6.1021e+09,21447.4,17196.1,5,30,10
40,156,34,5.32348e+09,21447.4,17760.9,2,30,10
40,156,34,5.11374e+09,21447.4,18266.4,2,30,10
40,156,34,6.01632e+09,21447.4,18010,2,30,10
40,156,34,5.38545e+09,21447.4,18292.5,4,30,10
40,156,34,5.0211e+09,21447.4,17291.1,2,30,10
40,156,34,4.46043e+09,21369.9,18722.6,3,30,10
40,156,34,5.15873e+09,21369.9,19106.6,2,30,10
40,156,34,5.02151e+09,21369.9,19106.6,1,30,10
40,156,34,4.86826e+09,21369.9,18515.6,4,30,10
40,156,34,4.8841e+09,21369.9,19108.5,4,30,10
40,156,34,5.01445e+09,21369.9,18674.9,3,30,10
40,156,34,4.60532e+09,21369.9,18238.8,3,30,10
40,156,34,4.68699e+09,21369.9,18238.8,1,30,10
40,156,34,4.20598e+09,21369.9,18532.7,2,30,10
40,156,34,4.74466e+09,21369.9,17720.8,3,30,10
40,156,34,4.55863e+09,23386.9,17511.8,2,30,10
40,156,34,4.89466e+09,23386.9,19122.7,1,30,10
40,156,34,3.93827e+09,23386.9,18621.9,3,30,10
40,156,34,4.54505e+09,23386.9,17775.4,2,30,10
40,156,34,5.88824e+09,23386.9,18360.8,2,30,10
40,156,34,5.68256e+09,23386.9,18336,2,30,10
40,156,34,5.45828e+09,23386.9,18994.1,3,30,10
40,156,34,5.51657e+09,23386.9,19144.9,2,30,10
40,156,34,5.77152e+09,23386.9,18559.7,3,30,10
40,156,34,5.074e+09,23386.9,17864.5,4,30,10
50,294,52,3.1933e+10,44440.7,37938.4,4,30,10
50,294,52,3.1864e+10,44440.7,38432.5,3,30,10
50,294,52,3.26619e+10,44440.7,37199.8,4,30,10
50,294,52,3.3036e+10,44440.7,38022,6,30,10
50,294,52,3.41934e+10,44440.7,37366,5,30,10
50,294,52,3.40508e+10,44440.7,37923.4,4,30,10
50,294,52,3.32523e+10,44440.7,37743.2,4,30,10
50,294,52,3.09551e+10,44440.7,38109.9,5,30,10
50,294,52,3.30897e+10,44440.7,38962.8,3,30,10
50,294,52,3.39017e+10,44440.7,38184.2,6,30,10
50,294,52,2.9024e+10,45508.6,38063.2,2,30,10
50,294,52,2.85296e+10,45508.6,37401.1,5,30,10
50,294,52,2.92959e+10,45508.6,38451.1,4,30,10
50,294,52,2.93217e+10,45508.6,37362.2,5,30,10
50,294,52,3.03288e+10,45508.6,37768.9,4,30,10
50,294,52,2.76687e+10,45508.6,37240.8,3,30,10
50,294,52,2.90921e+10,45508.6,38093.9,2,30,10
50,294,52,2.62346e+10,45508.6,38527.4,2,30,10
50,294,52,3.0052e+10,45508.6,36852.5,3,30,10
50,294,52,2.9192e+10,45508.6,38269.4,4,30,10
50,294,52,2.77776e+10,42038.7,35434.2,3,30,10
50,294,52,2.70407e+10,42038.7,36338.1,4,30,10
50,294,52,2.82218e+10,42038.7,35703.3,4,30,10
50,294,52,2.70227e+10,42038.7,35640.6,3,30,10
50,294,52,2.82547e+10,42038.7,36134.6,3,30,10
50,294,52,2.87129e+10,42038.7,35434.2,3,30,10
50,294,52,2.72672e+10,42038.7,36604.1,2,30,10
50,294,52,2.82085e+10,42038.7,35365.5,3,30,10
50,294,52,2.83377e+10,42038.7,34752.9,5,30,10
50,294,52,2.84635e+10,42038.7,35170.3,3,30,10
50,294,52,2.54422e+10,46890.8,35529.1,4,30,10
50,294,52,2.63193e+10,46890.8,37457.1,2,30,10
50,294,52,2.73006e+10,46890.8,36519.4,3,30,10
50,294,52,2.54802e+10,46890.8,37238.9,4,30,10
50,294,52,2.72636e+10,46890.8,36395.8,5,30,10
50,294,52,2.74993e+10,46890.8,35965.5,1,30,10
50,294,52,2.47085e+10,46890.8,38306.3,4,30,10
50,294,52,2.81108e+10,46890.8,36247,3,30,10
50,294,52,2.64179e+10,46890.8,36787.6,2,30,10
50,294,52,2.80872e+10,46890.8,36639.1,2,30,10
50,294,52,2.88399e+10,46294,37686.6,6,30,10
50,294,52,2.838e+10,46294,37033.1,3,30,10
50,294,52,2.78689e+10,46294,37590.1,5,30,10
50,294,52,2.901e+10,46294,36545,4,30,10
50,294,52,2.9563e+10,46294,37515.4,6,30,10
50,294,52,2.69114e+10,46294,37876.1,5,30,10
50,294,52,2.73073e+10,46294,37445,4,30,10
50,294,52,2.6716e+10,46294,36403.3,4,30,10
50,294,52,2.74012e+10,46294,36753.7,4,30,10
50,294,52,2.75009e+10,46294,36387.6,2,30,10
60,498,73,1.16029e+11,76277.8,68093.8,5,30,10
60,498,73,1.13146e+11,76277.8,67663.7,4,30,10
60,498,73,1.1787e+11,76277.8,67515.4,6,30,10
60,498,73,1.13466e+11,76277.8,67273.9,4,30,10
60,498,73,1.16182e+11,76277.8,67870.3,5,30,10
60,498,73,1.15011e+11,76277.8,67269.5,4,30,10
60,498,73,1.1899e+11,76277.8,67774.1,2,30,10
60,498,73,1.08463e+11,76277.8,68725.9,6,30,10
60,498,73,1.11777e+11,76277.8,66612.9,6,30,10
60,498,73,1.18261e+11,76277.8,66673.1,2,30,10
60,498,73,1.14484e+11,86398,74262.5,5,30,10
60,498,73,1.09311e+11,86398,73181.5,5,30,10
60,498,73,1.09443e+11,86398,75284.2,6,30,10
60,498,73,1.13842e+11,86398,74095.6,6,30,10
60,498,73,1.16879e+11,86398,74190.7,5,30,10
60,498,73,1.13948e+11,86398,73538.6,6,30,10
60,498,73,1.09055e+11,86398,74257,4,30,10
60,498,73,1.13173e+11,86398,73270.9,6,30,10
60,498,73,1.13482e+11,86398,74242.3,4,30,10
60,498,73,1.06523e+11,86398,74300.8,5,30,10
60,498,73,1.25158e+11,77190.1,66408.2,4,30,10
60,498,73,1.26141e+11,77190.1,65692.3,4,30,10
60,498,73,1.26637e+11,77190.1,64787.2,5,30,10
60,498,73,1.26143e+11,77190.1,66021.2,4,30,10
60,498,73,1.23934e+11,77190.1,66459.2,5,30,10
60,498,73,1.25439e+11,77190.1,65022.2,1,30,10
60,498,73,1.30403e+11,77190.1,65978.2,6,30,10
60,498,73,1.22718e+11,77190.1,66026.2,5,30,10
60,498,73,1.66332e+10,76277.8,69993.2,1,5,5
60,498,73,1.77605e+10,76277.8,69993.2,2,5,5
60,498,73,1.75914e+10,76277.8,69993.2,4,5,5
60,498,73,1.82438e+10,76277.8,69796.1,1,5,5
60,498,73,1.82745e+10,76277.8,69757.2,3,5,5
60,498,73,1.82911e+10,86398,75305.8,3,5,5
60,498,73,1.89873e+10,86398,76887.4,1,5,5
60,498,73,2.01093e+10,86398,76095.8,3,5,5
60,498,73,1.75932e+10,86398,76554.1,3,5,5
60,498,73,1.5705e+10,86398,76887.4,1,5,5
60,498,73,2.18422e+10,77190.1,67448.9,2,5,5
60,498,73,1.96092e+10,77190.1,67642.8,1,5,5
60,498,73,1.80473e+10,77190.1,67205.2,1,5,5
60,498,73,2.03228e+10,77190.1,67734.1,3,5,5
60,498,73,1.8654e+10,77190.1,67205.2,1,5,5
60,498,73,1.87365e+10,74402.4,67170.1,2,5,5
60,498,73,1.78106e+10,74402.4,71211.3,1,5,5
60,498,73,1.90877e+10,74402.4,67170.1,1,5,5
60,498,73,1.97706e+10,74402.4,67170.1,2,5,5
60,498,73,1.91091e+10,74402.4,67170.1,3,5,5
60,498,73,1.84729e+10,81682.8,74200.8,2,5,5
60,498,73,1.79686e+10,81682.8,73993.8,3,5,5
60,498,73,1.84619e+10,81682.8,72237,3,5,5
60,498,73,2.18238e+10,81682.8,73024.5,1,5,5
60,498,73,1.97531e+10,81682.8,73024.5,1,5,5
70,780,99,7.00496e+10,121776,111113,4,5,5
70,780,99,6.96854e+10,121776,111113,3,5,5
70,780,99,6.63002e+10,121776,111113,2,5,5
70,780,99,6.3474e+10,121776,112305,1,5,5
70,780,99,7.20057e+10,121776,111113,3,5,5
70,780,99,6.80088e+10,124305,117251,3,5,5
70,780,99,6.53878e+10,124305,118558,3,5,5
70,780,99,6.75083e+10,124305,117597,3,5,5
70,780,99,6.42185e+10,124305,120153,1,5,5
70,780,99,6.8908e+10,124305,119831,2,5,5
70,780,99,5.15598e+10,127837,116646,2,5,5
70,780,99,5.53106e+10,127837,116646,1,5,5
70,780,99,5.21039e+10,127837,118615,2,5,5
70,780,99,4.65617e+10,127837,116646,1,5,5
70,780,99,5.15812e+10,127837,116646,2,5,5
70,780,99,6.08655e+10,129560,119443,2,5,5
70,780,99,6.20521e+10,129560,118681,3,5,5
70,780,99,6.0336e+10,129560,118681,3,5,5
70,780,99,5.65585e+10,129560,119443,2,5,5
70,780,99,6.19765e+10,129560,118675,1,5,5
70,780,99,6.47503e+10,126773,114066,2,5,5
70,780,99,6.89564e+10,126773,116989,3,5,5
70,780,99,7.40972e+10,126773,113560,2,5,5
70,780,99,7.1214e+10,126773,116989,2,5,5
70,780,99,7.71578e+10,126773,114066,2,5,5
80,1155,128,1.83893e+11,196432,183581,2,5,5
80,1155,128,1.78166e+11,196432,183581,3,5,5
80,1155,128,1.80268e+11,196432,183581,3,5,5
80,1155,128,1.76066e+11,196432,182606,1,5,5
80,1155,128,1.76242e+11,196432,183581,2,5,5
80,1155,128,1.68004e+11,188130,173461,2,5,5
80,1155,128,1.64374e+11,188130,176559,3,5,5
80,1155,128,1.74115e+11,188130,178050,2,5,5
80,1155,128,1.76316e+11,188130,175358,1,5,5
80,1155,128,1.79874e+11,188130,175770,1,5,5
80,1155,128,1.80054e+11,203791,185059,3,5,5
80,1155,128,2.24973e+11,203791,183778,2,5,5
80,1155,128,1.80208e+11,203791,184096,3,5,5
80,1155,128,1.87122e+11,203791,188580,1,5,5
80,1155,128,2.03044e+11,203791,180561,3,5,5
80,1155,128,1.44964e+11,199696,177933,2,5,5
80,1155,128,1.59978e+11,199696,177945,1,5,5
80,1155,128,1.53041e+11,199696,177545,2,5,5
80,1155,128,1.62103e+11,199696,184280,1,5,5
80,1155,128,1.6916e+11,199696,178906,3,5,5
80,1155,128,1.74984e+11,203959,186324,3,5,5
80,1155,128,1.88113e+11,203959,184330,4,5,5
80,1155,128,1.8564e+11,203959,184330,2,5,5
80,1155,128,1.7632e+11,203959,189306,4,5,5
80,1155,128,1.81963e+11,203959,187064,1,5,5
90,1637,162,4.24811e+11,269370,254897,2,5,5
90,1637,162,4.58688e+11,269370,254897,3,5,5
90,1637,162,4.45411e+11,269370,256303,1,5,5
90,1637,162,4.54873e+11,269370,256303,2,5,5
90,1637,162,4.46034e+11,269370,254586,3,5,5
90,1637,162,4.94726e+11,284857,265418,2,5,5
90,1637,162,4.96701e+11,284857,265418,2,5,5
90,1637,162,4.89791e+11,284857,270662,2,5,5
90,1637,162,4.73519e+11,284857,267525,2,5,5
90,1637,162,4.60078e+11,284857,265418,2,5,5
90,1637,162,4.37732e+11,290634,265829,1,5,5
90,1637,162,4.64291e+11,290634,268648,2,5,5
90,1637,162,4.77866e+11,290634,267395,2,5,5
90,1637,162,4.35795e+11,290634,271137,2,5,5
90,1637,162,4.90296e+11,290634,268648,1,5,5
90,1637,162,4.77657e+11,293400,271669,3,5,5
90,1637,162,4.91796e+11,293400,269169,2,5,5
90,1637,162,4.85152e+11,293400,270657,4,5,5
90,1637,162,4.90392e+11,293400,271669,2,5,5
90,1637,162,5.02509e+11,293400,270334,3,5,5
90,1637,162,5.07403e+11,287039,264892,2,5,5
90,1637,162,4.91164e+11,287039,262001,3,5,5
90,1637,162,4.96547e+11,287039,265417,4,5,5
90,1637,162,4.86832e+11,287039,265358,5,5,5
90,1637,162,4.47221e+11,287039,263164,2,5,5
